fixture,position,token_id,token_text,source,label,post_attn_l00,post_attn_l01,post_attn_l02,post_attn_l03,post_attn_l04,post_attn_l05,post_attn_l06,post_attn_l07,post_attn_l08,post_attn_l09,post_attn_l10,post_attn_l11,post_attn_l12,post_attn_l13,post_attn_l14,post_attn_l15,post_attn_l16,post_attn_l17,post_attn_l18,post_attn_l19,post_attn_l20,post_attn_l21,post_attn_l22,post_attn_l23,post_left_l00,post_left_l01,post_left_l02,post_left_l03,post_left_l04,post_left_l05,post_left_l06,post_left_l07,post_left_l08,post_left_l09,post_left_l10,post_left_l11,post_left_l12,post_left_l13,post_left_l14,post_left_l15,post_left_l16,post_left_l17,post_left_l18,post_left_l19,post_left_l20,post_left_l21,post_left_l22,post_left_l23,pre_attn_l00,pre_attn_l01,pre_attn_l02,pre_attn_l03,pre_attn_l04,pre_attn_l05,pre_attn_l06,pre_attn_l07,pre_attn_l08,pre_attn_l09,pre_attn_l10,pre_attn_l11,pre_attn_l12,pre_attn_l13,pre_attn_l14,pre_attn_l15,pre_attn_l16,pre_attn_l17,pre_attn_l18,pre_attn_l19,pre_attn_l20,pre_attn_l21,pre_attn_l22,pre_attn_l23,pre_left_l00,pre_left_l01,pre_left_l02,pre_left_l03,pre_left_l04,pre_left_l05,pre_left_l06,pre_left_l07,pre_left_l08,pre_left_l09,pre_left_l10,pre_left_l11,pre_left_l12,pre_left_l13,pre_left_l14,pre_left_l15,pre_left_l16,pre_left_l17,pre_left_l18,pre_left_l19,pre_left_l20,pre_left_l21,pre_left_l22,pre_left_l23
identical-content.txt,26,697," your",doc,0,0.059513,0.093101,0.079229,0.039887,0.031863,0.020646,0.042886,0.055079,0.096380,0.024124,0.047792,0.014087,0.057871,0.030795,0.036920,0.045422,0.015899,0.035859,0.035998,0.047472,0.019686,0.008289,0.015518,0.025518,0.024311,0.022767,0.023809,0.031489,0.028918,0.030294,0.031486,0.030284,0.022185,0.033598,0.028758,0.036897,0.027596,0.032347,0.028649,0.030554,0.036532,0.034988,0.032155,0.028189,0.035839,0.034933,0.036676,0.031256,270.588837,69.308426,30.801956,5.347617,3.085125,-3.246035,2.119187,-3.089258,19.675909,-6.427783,-1.589840,-5.970805,3.060642,1.830243,0.428690,-0.704876,1.103991,-2.973003,-1.846760,-1.909219,-2.383109,-2.638599,7.004312,5.853871,268.789917,67.574356,28.642973,5.112937,1.970537,-3.252963,1.496758,-5.624641,15.382461,-6.731468,-4.316642,-6.450056,0.667211,-0.273295,-1.009458,-2.498169,-0.373133,-3.961340,-3.092180,-4.143037,-2.762236,-2.542068,6.646399,5.314266
identical-content.txt,27,2692," account",doc,0,0.053410,0.119520,0.106520,0.032937,0.049489,0.028708,0.033175,0.024358,0.087273,0.016153,0.031427,0.008509,0.034505,0.007196,0.010180,0.033678,0.004440,0.004616,0.012904,0.023543,0.009551,0.005202,0.002595,0.003860,0.023996,0.023340,0.023962,0.030970,0.028183,0.029131,0.031312,0.030725,0.023107,0.032824,0.028414,0.036050,0.027739,0.032111,0.028337,0.030051,0.035962,0.034708,0.031842,0.027946,0.035179,0.033733,0.035673,0.030876,272.937500,69.637184,30.515532,6.195663,3.725851,-2.544464,2.388909,-3.808016,26.021452,-6.356159,-2.187048,-6.425952,2.259655,0.309532,-1.319566,-1.413543,-1.168510,-4.477722,-2.908164,-2.284579,-3.775779,-3.810917,3.869807,3.102543,271.376160,67.583229,28.507965,5.128297,2.156959,-3.250067,1.546841,-5.410628,22.414434,-6.719196,-3.974087,-6.459971,0.854601,0.042981,-0.702879,-2.267943,-0.257641,-3.890103,-2.860805,-3.851198,-2.655688,-2.480707,6.224197,5.078788
identical-content.txt,28,1372," number",doc,0,0.106733,0.071242,0.064213,0.045897,0.055161,0.056990,0.037115,0.046809,0.136092,0.025554,0.068004,0.003853,0.080438,0.022001,0.043604,0.076929,0.004198,0.019801,0.061045,0.083843,0.010625,0.003432,0.003804,0.005268,0.023135,0.024528,0.025158,0.030256,0.028287,0.028570,0.030530,0.029891,0.023451,0.031648,0.027548,0.035057,0.027090,0.030786,0.026948,0.028959,0.034712,0.033136,0.030417,0.026931,0.033926,0.032512,0.034140,0.029608,274.403992,63.877674,30.205210,6.103979,4.032132,-2.145649,2.166941,-3.130746,46.894855,-6.921504,-1.069764,-7.029766,3.231383,1.106125,0.401755,-0.049662,-2.799490,-3.221047,-1.062279,-0.951329,-3.457546,-4.190583,3.971563,3.128819,272.114471,62.218082,28.533842,5.187414,2.523544,-3.146365,1.587198,-5.192521,42.595245,-6.320552,-3.680316,-6.007360,0.899236,0.161404,-0.700801,-2.258659,-0.393240,-4.039223,-2.886170,-3.838460,-2.783593,-2.605168,6.118232,4.821580
identical-content.txt,29,369," for",doc,0,0.087188,0.141700,0.116023,0.058125,0.037611,0.019518,0.039832,0.069256,0.115575,0.042048,0.046287,0.005526,0.038819,0.014058,0.014987,0.036416,0.007753,0.029778,0.014666,0.018351,0.006257,0.005959,0.009338,0.013911,0.023870,0.024899,0.023891,0.029935,0.028515,0.029314,0.030179,0.029545,0.025373,0.030632,0.027747,0.033943,0.027609,0.029607,0.026640,0.029973,0.033453,0.032209,0.030965,0.027767,0.033008,0.031457,0.033326,0.028833,268.193726,60.885204,30.482424,5.820674,3.480594,-3.466289,1.940101,-3.618752,58.609997,-7.289816,-1.463329,-6.064822,2.705007,0.778283,-0.429855,-1.230113,0.354566,-3.476925,-2.668356,-2.685540,-3.416195,-2.948405,5.610610,5.060418,265.133728,58.717598,28.456842,4.763854,2.470253,-3.004966,1.466628,-5.023541,54.992832,-6.302893,-3.638115,-6.013059,0.992619,0.205118,-0.375102,-2.033944,-0.475395,-3.817088,-2.691534,-3.641482,-2.696395,-2.641831,5.329095,4.605876
identical-content.txt,30,22901," verification",doc,0,0.157546,0.041592,0.041743,0.017281,0.027806,0.003794,0.026647,0.011475,0.075409,0.016208,0.067221,0.001019,0.044243,0.008900,0.016086,0.062164,0.001263,0.004272,0.022196,0.046225,0.007864,0.004304,0.005504,0.010178,0.023168,0.028219,0.025479,0.030459,0.028309,0.028391,0.029742,0.030952,0.026971,0.031033,0.027202,0.032783,0.025883,0.028150,0.024399,0.028522,0.031963,0.031571,0.029392,0.026165,0.031123,0.030202,0.031847,0.028136,278.028778,44.783123,26.477097,3.938945,2.794381,-4.102067,0.937602,-4.891770,93.478233,-7.232915,-1.177434,-7.592487,2.538268,0.496139,-0.079790,-0.788848,-3.072423,-4.281506,-1.667876,-1.290113,-3.316429,-3.327191,4.229659,4.061721,275.485657,44.553139,25.889496,4.431227,2.419923,-2.611595,1.586808,-4.279291,92.013161,-5.907208,-3.159440,-5.980027,1.258072,0.040579,-0.558448,-2.029112,-0.647826,-3.852499,-2.702887,-3.757699,-2.353849,-2.532355,5.260336,4.213086
identical-content.txt,31,13,".",doc,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
dog-conversation.txt,0,24732,"Tom",doc,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
dog-conversation.txt,1,572," was",doc,0,0.124125,0.147064,0.191446,0.044440,0.068802,0.053728,0.060511,0.052146,0.082481,0.024041,0.050084,0.019911,0.056591,0.037035,0.057077,0.064924,0.007777,0.039545,0.035624,0.055426,0.059035,0.024183,0.133938,0.151865,0.053013,0.139070,0.037834,0.652947,0.554439,0.596466,0.540921,0.651515,0.352757,0.747281,0.534863,0.795502,0.463728,0.665821,0.460230,0.533958,0.908492,0.716728,0.609720,0.504555,0.697643,0.788920,0.325701,0.202040,259.661316,61.958031,33.139458,6.754787,4.642915,-2.180218,3.108928,-3.413960,18.346987,-4.757140,-2.286681,-4.299929,2.402147,0.109709,0.316483,-1.452831,-1.147982,-3.095979,-2.139437,-2.368706,-1.510441,-1.672486,8.048410,7.269376,258.622742,61.587746,30.775827,11.743526,8.029399,0.938945,6.042997,1.023561,21.718172,1.209630,1.339630,2.674103,5.765797,4.747083,3.160995,1.714288,5.303853,1.106108,1.814042,1.190754,1.789862,2.422525,8.922501,6.749867
dog-conversation.txt,2,56799," unusually",doc,0,0.069547,0.088910,0.063601,0.032196,0.041114,0.030713,0.034654,0.027291,0.036281,0.023000,0.031609,0.013262,0.041189,0.023919,0.036450,0.028561,0.003727,0.022879,0.018632,0.023726,0.006981,0.003666,0.006360,0.006466,0.063741,0.117207,0.090829,0.333557,0.297117,0.307226,0.282713,0.345027,0.191358,0.372920,0.278883,0.392620,0.244865,0.336863,0.240492,0.278335,0.452421,0.364460,0.306427,0.262715,0.362173,0.396644,0.205967,0.156486,258.875275,63.361507,31.744431,6.150390,4.626073,-2.682945,2.314516,-4.322142,12.350398,-5.628762,-2.588454,-5.100341,2.352172,0.444538,-0.006351,-2.374411,-1.750367,-3.616851,-2.702146,-3.820487,-3.508025,-3.867423,4.730246,3.684686,258.519379,63.709560,32.044666,9.303134,6.395138,-0.637156,4.557216,-1.275545,14.922249,-1.867691,-0.608483,-0.892866,3.989522,2.343168,1.691660,0.054155,2.091035,-1.059863,-0.304722,-0.720422,0.118890,0.322410,8.382981,6.899102
dog-conversation.txt,3,11340," quiet",doc,0,0.059851,0.081722,0.028520,0.025283,0.028381,0.040942,0.074605,0.041534,0.059571,0.040475,0.070263,0.064808,0.066674,0.036909,0.076972,0.058956,0.005719,0.024573,0.033597,0.032926,0.021169,0.009693,0.009554,0.011608,0.048446,0.089878,0.060990,0.220954,0.205125,0.203575,0.187184,0.228622,0.124130,0.246244,0.185785,0.255853,0.164506,0.221965,0.163342,0.182354,0.298777,0.242779,0.198861,0.175833,0.232128,0.260072,0.115223,0.085337,259.363251,64.165710,31.031687,6.273562,4.124054,-2.329086,3.345746,-3.229273,13.933702,-5.678988,-1.702360,-4.930223,3.018027,0.997033,0.830427,-1.298200,-1.806872,-3.049378,-1.769251,-2.881392,-2.741507,-2.794890,5.085391,4.429006,258.819458,64.196648,31.799267,8.255031,5.721896,-1.373834,3.769048,-2.368915,14.428786,-3.102252,-1.395644,-2.309644,3.300359,1.599226,1.030376,-0.906234,0.794366,-2.026393,-1.295936,-2.019006,-1.208942,-1.194344,6.963349,5.504533
dog-conversation.txt,4,2337," during",doc,0,0.075343,0.054655,0.045695,0.021063,0.020004,0.022653,0.029280,0.014596,0.040356,0.022035,0.025662,0.011518,0.024501,0.016471,0.026061,0.027189,0.008900,0.019098,0.018877,0.019586,0.013718,0.010829,0.037186,0.051428,0.039985,0.074173,0.037688,0.167772,0.156154,0.154659,0.152052,0.177398,0.096338,0.190654,0.148976,0.202765,0.128759,0.169352,0.132457,0.141423,0.223259,0.178807,0.147619,0.130323,0.173944,0.192374,0.076801,0.059598,258.194092,65.512779,31.614956,5.894941,3.960806,-2.799269,2.458719,-4.546271,14.212061,-6.032862,-2.797474,-6.431216,1.987129,0.214650,-0.189765,-2.271307,-0.572270,-3.465126,-2.812787,-3.528880,-2.780366,-2.843782,6.679563,6.333055,257.070770,65.769150,31.790983,7.663719,5.125698,-1.691535,3.554867,-2.822734,14.950914,-3.928625,-1.647975,-3.063870,3.069656,1.272218,0.916077,-1.088076,0.039893,-2.308387,-1.474383,-2.308451,-1.673012,-1.654241,6.431142,5.235755
dog-conversation.txt,5,13856," dinner",doc,0,0.062289,0.050491,0.023705,0.015527,0.034153,0.053704,0.053723,0.014742,0.029509,0.019358,0.042269,0.050743,0.038911,0.025527,0.059748,0.053159,0.006124,0.013665,0.024127,0.020241,0.058194,0.021638,0.010316,0.009406,0.037375,0.059320,0.028105,0.134380,0.122293,0.123448,0.122700,0.141401,0.077812,0.152170,0.119186,0.164046,0.101847,0.135387,0.107214,0.113819,0.179155,0.144137,0.119279,0.103417,0.138266,0.152472,0.062625,0.053103,260.761169,63.660831,31.383516,6.462864,4.083063,-2.312325,3.179335,-3.813008,18.762056,-6.174524,-2.257798,-5.065556,2.737837,0.985699,0.654735,-1.374070,-1.152678,-3.308008,-1.994445,-2.809388,-1.880583,-2.251012,5.248677,4.191874,260.156311,64.126503,31.492563,7.229552,4.733782,-1.929004,3.265679,-3.193788,19.284470,-4.347905,-1.937182,-3.715298,2.812309,1.072089,0.653072,-1.361245,-0.126286,-2.628835,-1.849349,-2.710601,-1.902490,-1.911975,6.421148,5.344123
dog-conversation.txt,6,13,".",doc,0,0.143038,0.147677,0.326489,0.063962,0.047674,0.042459,0.057953,0.029092,0.108962,0.026761,0.046146,0.029538,0.070491,0.049193,0.043762,0.047605,0.009754,0.053496,0.034045,0.043601,0.066455,0.053302,0.417950,0.335206,0.035113,0.052876,0.023079,0.110987,0.104366,0.109453,0.107002,0.118497,0.063402,0.127416,0.101909,0.142651,0.086271,0.113854,0.094755,0.100648,0.149993,0.119963,0.101283,0.085558,0.122128,0.129136,0.052275,0.044808,259.806488,67.705116,35.314095,8.506348,4.841353,-2.491102,3.233728,-3.748372,13.445182,-5.470858,-2.112032,-4.539247,3.003047,1.106603,0.483432,-1.683923,-1.243017,-2.243720,-1.662631,-1.732740,-1.393824,-0.575315,9.755774,8.635710,258.325745,66.140549,31.668814,7.154900,4.488815,-2.043330,3.182705,-3.383398,11.613774,-4.635682,-2.081278,-3.846618,2.709322,1.025540,0.649822,-1.447260,-0.284150,-2.773011,-1.956621,-2.835944,-1.882941,-1.979484,6.364005,5.149314
dog-conversation.txt,7,1260," He",doc,0,0.069086,0.085713,0.041795,0.028108,0.022571,0.031819,0.026296,0.030016,0.050464,0.019732,0.022067,0.009669,0.051076,0.032729,0.035516,0.035420,0.010545,0.030425,0.028862,0.072411,0.029946,0.022683,0.066802,0.057145,0.044907,0.059332,0.059249,0.101586,0.093556,0.097405,0.096733,0.103279,0.065186,0.111670,0.091463,0.125195,0.081955,0.103067,0.084108,0.089006,0.129233,0.107298,0.087654,0.075996,0.110381,0.117011,0.100101,0.081997,260.296356,68.085312,32.629440,6.393044,4.123762,-2.927532,2.429653,-3.661042,15.681161,-7.018518,-2.909532,-6.613142,2.467398,0.642586,0.215454,-2.000685,-1.442800,-2.741369,-1.845519,-1.724697,-1.716166,-1.359928,8.025678,6.861334,259.383423,67.436707,32.105705,7.226804,4.336202,-2.138253,3.096376,-3.619295,14.699638,-4.809292,-2.216002,-4.016019,2.643423,0.897383,0.545448,-1.597176,-0.441938,-2.831241,-2.070801,-2.871942,-1.856568,-1.828132,6.869843,5.606640
dog-conversation.txt,8,12771," picked",doc,0,0.052919,0.065167,0.069465,0.034292,0.040499,0.042932,0.026484,0.021917,0.045364,0.021813,0.028491,0.006422,0.027834,0.017503,0.016905,0.022969,0.013053,0.023938,0.025033,0.032733,0.015631,0.010545,0.012963,0.015823,0.041780,0.056030,0.051569,0.089636,0.081984,0.087192,0.084178,0.091445,0.057655,0.098675,0.079129,0.108776,0.073957,0.092039,0.074630,0.078288,0.114158,0.095239,0.078058,0.072126,0.097867,0.104003,0.094235,0.077387,260.302490,66.292610,32.207890,6.158995,4.170493,-2.500682,2.302274,-3.857397,10.872050,-4.964163,-2.740375,-5.826694,2.283532,0.033624,-0.529115,-2.389492,-1.495621,-3.314931,-2.044711,-2.490244,-2.656607,-2.678228,5.553202,4.814675,259.836761,66.213409,31.982609,7.053929,4.082181,-2.335982,2.919254,-3.767227,10.708644,-5.109993,-2.415518,-4.328565,2.501976,0.828165,0.446253,-1.647413,-0.548601,-2.861542,-2.094648,-2.816260,-1.756295,-1.714195,7.194076,5.874749
dog-conversation.txt,9,518," at",doc,0,0.062321,0.055531,0.044507,0.029966,0.028892,0.036874,0.051049,0.062170,0.060319,0.044269,0.046494,0.020769,0.053897,0.030020,0.049630,0.057580,0.010606,0.044381,0.063839,0.030611,0.028105,0.012654,0.018896,0.020605,0.037607,0.051129,0.046994,0.079815,0.074664,0.080597,0.074313,0.081182,0.051265,0.088854,0.070686,0.095738,0.065407,0.081428,0.065581,0.068741,0.102157,0.085760,0.070598,0.064878,0.086873,0.092467,0.082915,0.068159,258.964905,66.799149,31.538065,6.275157,3.598114,-2.739274,2.654784,-3.723504,11.101654,-6.492028,-2.432756,-6.900621,2.651468,0.701794,0.156962,-1.723041,-1.330602,-2.814832,-1.886880,-2.893632,-2.440177,-2.477655,6.606019,5.666607,257.990662,66.331581,31.633591,6.888734,3.811869,-2.441170,2.769906,-3.907408,11.319502,-5.204533,-2.531441,-4.466349,2.395781,0.746572,0.289684,-1.674482,-0.613569,-2.939378,-2.123558,-2.867286,-1.762906,-1.712537,7.177301,5.850961
dog-conversation.txt,10,806," his",doc,0,0.052786,0.059132,0.047528,0.019430,0.013344,0.010480,0.015931,0.013404,0.018142,0.010302,0.014387,0.011435,0.015584,0.009833,0.010582,0.018150,0.005945,0.017340,0.016707,0.023560,0.027725,0.012606,0.033799,0.049362,0.035464,0.045897,0.041633,0.071065,0.067304,0.073742,0.068380,0.076358,0.047667,0.082149,0.065175,0.087332,0.060902,0.074236,0.061317,0.064380,0.091895,0.079641,0.066966,0.058889,0.079122,0.083691,0.074240,0.061883,258.864014,67.144485,32.590668,6.021556,2.791322,-3.532960,1.546263,-4.580151,7.847111,-7.340200,-3.453595,-7.190475,1.348367,-0.509159,-1.017647,-2.532557,-1.551413,-3.769230,-3.133365,-2.967364,-2.045700,-2.049166,7.597054,6.813090,258.037506,66.891556,31.496017,6.690595,3.571539,-2.533371,2.698823,-4.061329,8.893349,-5.341935,-2.588246,-4.684355,2.369409,0.719239,0.219565,-1.672754,-0.618466,-2.985112,-2.173985,-3.002311,-1.782956,-1.748146,7.283355,5.871676
dog-conversation.txt,11,3607," food",doc,0,0.056362,0.033996,0.026076,0.014110,0.026505,0.036776,0.027691,0.006033,0.032788,0.027729,0.025505,0.042262,0.055871,0.042833,0.066869,0.060727,0.013372,0.016445,0.041183,0.029913,0.033458,0.016354,0.014320,0.009033,0.033588,0.042376,0.037753,0.064452,0.060533,0.066709,0.060689,0.068830,0.041225,0.074298,0.058032,0.079592,0.053827,0.067087,0.054152,0.057522,0.083449,0.071515,0.060513,0.052908,0.072464,0.076190,0.067716,0.057957,256.996979,65.629120,30.631470,5.365654,3.100753,-2.714362,2.250431,-5.117288,10.001683,-5.286416,-2.849513,-4.970638,2.701617,0.670852,0.659434,-1.433192,-1.668154,-3.526321,-1.950256,-2.702913,-2.012109,-3.030479,5.842633,4.415775,256.766357,66.113541,31.015285,6.568010,3.244955,-2.725745,2.484826,-4.244260,9.507380,-5.558007,-2.722825,-4.852654,2.173112,0.542073,-0.005988,-1.846028,-0.681633,-3.163097,-2.468195,-3.197955,-1.793388,-1.760800,7.457445,5.963508
dog-conversation.txt,12,323," and",doc,0,0.064234,0.072469,0.068587,0.022362,0.015205,0.020350,0.042694,0.016390,0.057195,0.019266,0.022442,0.010532,0.037447,0.026310,0.028420,0.029322,0.008449,0.027254,0.018971,0.028653,0.030661,0.027700,0.102363,0.067179,0.032117,0.037872,0.032800,0.058424,0.055540,0.062089,0.055681,0.061613,0.036329,0.068943,0.052297,0.075347,0.050753,0.063046,0.052485,0.054428,0.076849,0.064043,0.055910,0.047499,0.067304,0.070061,0.062507,0.053608,253.449829,68.457924,32.988548,6.276608,2.976233,-2.939536,3.026550,-4.897228,6.988810,-6.368883,-2.681635,-6.642350,2.684853,0.783998,0.078161,-1.973689,-1.930140,-3.191367,-2.293036,-2.437123,-1.328698,-0.957779,9.026189,7.299664,252.508469,67.449814,30.929111,6.267033,3.045532,-2.817299,2.335635,-4.533756,5.285162,-5.666420,-2.836694,-4.891279,2.026580,0.435045,-0.120684,-1.961851,-0.762660,-3.318682,-2.636330,-3.307852,-1.812165,-1.847926,7.321153,5.831614
dog-conversation.txt,13,19460," barely",doc,0,0.046071,0.040341,0.024666,0.027584,0.027159,0.016870,0.019635,0.011725,0.034220,0.014263,0.030072,0.002847,0.026185,0.012385,0.016852,0.028071,0.003324,0.014974,0.022909,0.023757,0.008242,0.007709,0.005787,0.009638,0.031982,0.036716,0.031960,0.053206,0.049325,0.056862,0.051694,0.055626,0.034105,0.062494,0.046558,0.068994,0.046477,0.057902,0.047675,0.049410,0.071223,0.059267,0.051696,0.044380,0.063219,0.066114,0.063396,0.052468,254.362885,67.268600,30.747787,5.440111,3.290831,-3.466714,1.675520,-4.992157,5.447470,-5.627374,-2.874912,-6.564851,1.851355,-0.341941,-0.826765,-2.506949,-1.848280,-3.997522,-2.660172,-3.645340,-3.095253,-3.287471,5.575256,4.965662,253.746277,67.216133,31.164103,6.297678,2.901190,-2.907186,2.301039,-4.767031,5.526159,-5.652917,-2.827354,-5.044654,1.962264,0.427978,-0.206764,-2.066600,-0.912371,-3.409823,-2.757535,-3.455374,-1.841126,-1.830803,7.372626,5.924159
dog-conversation.txt,14,23939," touched",doc,0,0.035228,0.033783,0.051476,0.026516,0.021682,0.015662,0.027633,0.026578,0.044463,0.025925,0.029555,0.003703,0.032684,0.015472,0.020716,0.023353,0.007921,0.025239,0.034040,0.026067,0.007137,0.004468,0.006203,0.009617,0.030656,0.033300,0.028246,0.049546,0.045941,0.052713,0.046959,0.050473,0.030593,0.057521,0.042697,0.062538,0.041931,0.052294,0.043441,0.045457,0.066216,0.054889,0.048516,0.040988,0.058161,0.061441,0.057394,0.047234,256.057251,66.019104,30.507778,4.984533,2.716027,-3.586957,2.211314,-4.981401,9.032670,-6.702260,-3.021424,-7.940181,1.810839,-0.705270,-0.698215,-2.736891,-2.404822,-3.696607,-2.901368,-3.916800,-3.870705,-3.481534,5.599496,4.758162,255.903625,66.232437,30.677048,6.150943,2.605951,-3.026310,2.139143,-4.923505,8.266098,-5.678443,-2.852763,-5.145214,1.871911,0.335294,-0.348866,-2.206894,-1.058466,-3.570324,-2.887197,-3.710668,-2.037185,-1.980100,7.363320,5.910008
dog-conversation.txt,15,806," his",doc,0,0.044101,0.034299,0.023201,0.010610,0.007927,0.005627,0.009573,0.007993,0.013925,0.004406,0.009791,0.001341,0.007836,0.002070,0.004128,0.007379,0.001625,0.008837,0.006796,0.010327,0.006274,0.003065,0.009744,0.016797,0.028769,0.030125,0.026461,0.046748,0.042651,0.048912,0.043343,0.047518,0.028349,0.053903,0.039528,0.057460,0.038912,0.048233,0.039931,0.042078,0.061721,0.051728,0.046465,0.038085,0.053295,0.057047,0.052505,0.043269,254.237228,65.766022,31.792667,5.732013,1.834925,-4.252707,0.969598,-5.267713,4.940324,-7.912501,-3.939210,-8.807942,0.103832,-2.184872,-2.198406,-4.034353,-3.158168,-4.750957,-4.649366,-4.424479,-3.704990,-3.588525,6.585560,6.099561,253.313431,65.417839,31.059982,5.845577,2.360815,-3.165250,2.030078,-5.176297,5.328395,-5.899044,-2.949262,-5.498274,1.734080,0.147842,-0.493339,-2.400651,-1.231915,-3.707886,-3.124782,-3.895977,-2.211737,-2.087692,7.287634,5.912162
dog-conversation.txt,16,7027," drink",doc,0,0.031983,0.020875,0.009038,0.006925,0.018053,0.013608,0.013273,0.004672,0.016893,0.010408,0.016017,0.002552,0.016237,0.005589,0.019844,0.017367,0.004135,0.007198,0.006465,0.006671,0.013534,0.006301,0.004830,0.009611,0.027577,0.026976,0.022839,0.042672,0.038461,0.044694,0.038643,0.042862,0.024505,0.049126,0.035246,0.052877,0.034473,0.043421,0.035599,0.037106,0.057047,0.046966,0.042185,0.034643,0.048898,0.052895,0.047638,0.039622,257.092346,64.536095,29.828922,5.066127,2.420297,-3.515131,1.956614,-5.120025,4.801051,-5.163169,-3.066751,-6.183666,1.390733,-0.796545,-0.642309,-2.489875,-2.858121,-4.400377,-3.463982,-3.966134,-3.320751,-3.664846,5.665689,4.795149,256.919464,64.521431,30.590227,5.782881,2.215992,-3.328290,1.886798,-5.404202,3.468289,-6.123431,-3.055942,-5.723838,1.498081,-0.032754,-0.760225,-2.670966,-1.431573,-3.932803,-3.406684,-4.183156,-2.318647,-2.189926,7.335172,5.944268
dog-conversation.txt,17,13,".",doc,0,0.081738,0.079462,0.188094,0.044016,0.032513,0.027715,0.054493,0.019655,0.089381,0.033089,0.045169,0.025142,0.051704,0.040868,0.030895,0.061471,0.002773,0.047326,0.023068,0.041220,0.054841,0.021071,0.119438,0.095808,0.025997,0.023910,0.019684,0.038667,0.035477,0.040992,0.034521,0.038565,0.021264,0.045272,0.031529,0.048550,0.030864,0.039114,0.032485,0.033748,0.053282,0.043545,0.039358,0.031598,0.045288,0.049394,0.043882,0.036738,256.513733,68.884346,35.121895,8.398598,3.737087,-2.974366,3.482162,-3.895871,-0.505183,-4.473868,-1.675623,-4.222126,3.167516,1.464833,0.338408,-0.802741,-2.245578,-2.577963,-2.007023,-1.918852,-1.286822,-1.281951,9.646989,8.425552,255.035431,66.880096,31.031673,5.778358,2.134075,-3.403159,1.835680,-5.629713,-4.705342,-6.242782,-3.168543,-5.746222,1.298697,-0.161400,-0.838280,-2.738941,-1.472655,-4.014873,-3.519366,-4.339038,-2.340683,-2.187620,7.389028,5.992356
dog-conversation.txt,18,3197," When",doc,0,0.068888,0.072371,0.062422,0.036315,0.032724,0.012153,0.027204,0.023791,0.039800,0.010835,0.024864,0.015036,0.023421,0.016367,0.020813,0.028758,0.009262,0.023521,0.028947,0.028441,0.013646,0.008606,0.010778,0.014694,0.027282,0.023929,0.026365,0.037050,0.033420,0.038407,0.033223,0.035289,0.022285,0.042614,0.030017,0.045858,0.029849,0.037834,0.030361,0.032804,0.050074,0.042614,0.037639,0.030803,0.044915,0.047322,0.046859,0.038897,257.358459,68.752350,33.167271,6.446993,3.732565,-3.406238,2.769916,-3.802055,-4.019288,-5.872549,-2.403767,-5.657066,2.273983,0.296413,-0.297406,-1.828414,-0.929065,-3.426626,-2.709596,-2.938082,-2.368246,-2.407696,6.814715,6.355112,256.011566,67.360336,31.523245,5.940235,2.117952,-3.409273,1.853871,-5.747116,-6.700415,-6.144613,-3.163791,-5.604501,1.225323,-0.166482,-0.877767,-2.724123,-1.577154,-4.009689,-3.552750,-4.402802,-2.362170,-2.138848,7.614671,6.298831
